"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"","","","","Lecture","36383R","060","9:00-11:50am","Thursday","50","0","0","Tara Mastro Michelle Keller","ONLINE"
"GERO-600","Geroscience: Molecular and Cellular Biology","","4.0 units","Lecture","36380D","001","1:00-2:50pm","Tuesday","15","0","0","Christian Pike","GER224"
"","","","","Discussion","36381R","001","1:00-2:50pm","Friday","15","0","0","Christian Pike","GER224"
"GERO-602a","Seminar on Discoveries in Biogerontology","","2.0 units","Lecture","36357D","001","11:00-12:40pm","Tuesday","15","0","0","Christian Pike Valter Longo","GER125"
"GERO-603","Research Integrity","","2.0 units","Lecture","36352D","001","3:00-4:40pm","Monday","15","0","0","Cristal Hill","GER115"
"GERO-604","Geroscience Scientific Writing","C","2.0 units","Lecture","36394D","001","12:00-1:40pm","Monday","15","0","0","Ryo Sanabria","GER124"
"GERO-614L","Laboratory Rotations in the Biology of Aging","C","4.0 units, max 12","Lecture-Lab","36329D","001","TBA","","10","0","0","Sean Curran","OFFICE"
"GERO-619","Neuroscience of Human Aging","C","4.0 units","Lecture","36341D","001","2:00-4:50pm","Wednesday","15","0","0","Mara Mather","GER230"
"GERO-790","Research","","1.0-12.0 units","Lecture","36325D","060","TBA","","10","0","0","Sean Curran","ONLINE"
"","","","","Lecture","36328D","001","TBA","","10","0","0","Sean Curran","OFFICE &amp; ONLINE"
"","","","","Lecture","36385D","001","TBA","","25","0","0","Sean Curran","OFFICE"
"GERO-794a","Doctoral Dissertation","","2.0 units","Lecture","36335D","060","TBA","","10","0","0","","ONLINE"
"","","","","Lecture","36338D","001","TBA","","5","0","0","","OFFICE &amp; ONLINE"
"","","","","Lecture","36386D","001","TBA","","10","0","0","","OFFICE"
"GERO-794b","Doctoral Dissertation","P","2.0 units","Lecture","36339D","060","TBA","","5","0","0","","ONLINE"
"","","","","Lecture","36353D","001","TBA","","5","0","0","","OFFICE &amp; ONLINE"
"","","","","Lecture","36387D","001","TBA","","10","0","0","","OFFICE"
"GERO-794c","Doctoral Dissertation","P","2.0 units","Lecture","36367D","060","TBA","","5","0","0","","ONLINE"
"","","","","Lecture","36382D","001","TBA","","5","0","0","","OFFICE &amp; ONLINE"
"","","","","Lecture","36388D","001","TBA","","10","0","0","","OFFICE"
"GERO-794d","Doctoral Dissertation","P","2.0 units","Lecture","36371D","060","TBA","","5","0","0","","ONLINE"
"","","","","Lecture","36372D","001","TBA","","5","0","0","","OFFICE &amp; ONLINE"
"","","","","Lecture","36389D","001","TBA","","10","0","0","","OFFICE"
"GERO-794z","Doctoral Dissertation","P","0.0 units","Lecture","36373D","060","TBA","","10","0","0","","ONLINE"
"","","","","Lecture","36377D","001","TBA","","10","0","0","","OFFICE &amp; ONLINE"
"","","","","Lecture","36390D","001","TBA","","15","0","0","","OFFICE"
